plot_id,ibutton_id,doy,date,time,am_pm,unit,value
398603,0700000039860321,137,5-17-18,12:30:00,PM,C,40
398603,0700000039860321,137,5-17-18,2:30:00,PM,C,39
398603,0700000039860321,137,5-17-18,4:30:00,PM,C,29
398603,0700000039860321,137,5-17-18,6:30:00,PM,C,20.5
398603,0700000039860321,137,5-17-18,8:30:00,PM,C,12.5
398603,0700000039860321,137,5-17-18,10:30:00,PM,C,12
398603,0700000039860321,138,5-18-18,12:30:00,AM,C,9.5
398603,0700000039860321,138,5-18-18,2:30:00,AM,C,8.5
398603,0700000039860321,138,5-18-18,4:30:00,AM,C,10
398603,0700000039860321,138,5-18-18,6:30:00,AM,C,10
398603,0700000039860321,138,5-18-18,8:30:00,AM,C,15.5
398603,0700000039860321,138,5-18-18,10:30:00,AM,C,28.5
398603,0700000039860321,138,5-18-18,12:30:00,PM,C,38
398603,0700000039860321,138,5-18-18,2:30:00,PM,C,39.5
398603,0700000039860321,138,5-18-18,4:30:00,PM,C,28.5
398603,0700000039860321,138,5-18-18,6:30:00,PM,C,22.5
398603,0700000039860321,138,5-18-18,8:30:00,PM,C,13.5
398603,0700000039860321,138,5-18-18,10:30:00,PM,C,12
398603,0700000039860321,139,5-19-18,12:30:00,AM,C,10
398603,0700000039860321,139,5-19-18,2:30:00,AM,C,10.5
398603,0700000039860321,139,5-19-18,4:30:00,AM,C,9.5
398603,0700000039860321,139,5-19-18,6:30:00,AM,C,10.5
398603,0700000039860321,139,5-19-18,8:30:00,AM,C,18.5
398603,0700000039860321,139,5-19-18,10:30:00,AM,C,31
398603,0700000039860321,139,5-19-18,12:30:00,PM,C,40.5
398603,0700000039860321,139,5-19-18,2:30:00,PM,C,41.5
398603,0700000039860321,139,5-19-18,4:30:00,PM,C,32.5
398603,0700000039860321,139,5-19-18,6:30:00,PM,C,23
398603,0700000039860321,139,5-19-18,8:30:00,PM,C,13
398603,0700000039860321,139,5-19-18,10:30:00,PM,C,11.5
398603,0700000039860321,140,5-20-18,12:30:00,AM,C,12
398603,0700000039860321,140,5-20-18,2:30:00,AM,C,11.5
398603,0700000039860321,140,5-20-18,4:30:00,AM,C,10.5
398603,0700000039860321,140,5-20-18,6:30:00,AM,C,10.5
398603,0700000039860321,140,5-20-18,8:30:00,AM,C,14
398603,0700000039860321,140,5-20-18,10:30:00,AM,C,19
398603,0700000039860321,140,5-20-18,12:30:00,PM,C,34.5
398603,0700000039860321,140,5-20-18,2:30:00,PM,C,38
398603,0700000039860321,140,5-20-18,4:30:00,PM,C,26.5
398603,0700000039860321,140,5-20-18,6:30:00,PM,C,18.5
398603,0700000039860321,140,5-20-18,8:30:00,PM,C,13
398603,0700000039860321,140,5-20-18,10:30:00,PM,C,11.5
398603,0700000039860321,141,5-21-18,12:30:00,AM,C,11.5
398603,0700000039860321,141,5-21-18,2:30:00,AM,C,11
398603,0700000039860321,141,5-21-18,4:30:00,AM,C,10
398603,0700000039860321,141,5-21-18,6:30:00,AM,C,9.5
398603,0700000039860321,141,5-21-18,8:30:00,AM,C,11
398603,0700000039860321,141,5-21-18,10:30:00,AM,C,14.5
398603,0700000039860321,141,5-21-18,12:30:00,PM,C,21
398603,0700000039860321,141,5-21-18,2:30:00,PM,C,25.5
398603,0700000039860321,141,5-21-18,4:30:00,PM,C,28
398603,0700000039860321,141,5-21-18,6:30:00,PM,C,17.5
398603,0700000039860321,141,5-21-18,8:30:00,PM,C,10
398603,0700000039860321,141,5-21-18,10:30:00,PM,C,8
398603,0700000039860321,142,5-22-18,12:30:00,AM,C,9
398603,0700000039860321,142,5-22-18,2:30:00,AM,C,10
398603,0700000039860321,142,5-22-18,4:30:00,AM,C,7.5
398603,0700000039860321,142,5-22-18,6:30:00,AM,C,6.5
398603,0700000039860321,142,5-22-18,8:30:00,AM,C,18
398603,0700000039860321,142,5-22-18,10:30:00,AM,C,30.5
398603,0700000039860321,142,5-22-18,12:30:00,PM,C,38.5
398603,0700000039860321,142,5-22-18,2:30:00,PM,C,41
398603,0700000039860321,142,5-22-18,4:30:00,PM,C,32
398603,0700000039860321,142,5-22-18,6:30:00,PM,C,22
398603,0700000039860321,142,5-22-18,8:30:00,PM,C,13.5
398603,0700000039860321,142,5-22-18,10:30:00,PM,C,10
398603,0700000039860321,143,5-23-18,12:30:00,AM,C,10.5
398603,0700000039860321,143,5-23-18,2:30:00,AM,C,8
398603,0700000039860321,143,5-23-18,4:30:00,AM,C,7
398603,0700000039860321,143,5-23-18,6:30:00,AM,C,7.5
398603,0700000039860321,143,5-23-18,8:30:00,AM,C,17
398603,0700000039860321,143,5-23-18,10:30:00,AM,C,30.5
398603,0700000039860321,143,5-23-18,12:30:00,PM,C,39
398603,0700000039860321,143,5-23-18,2:30:00,PM,C,41.5
398603,0700000039860321,143,5-23-18,4:30:00,PM,C,34
398603,0700000039860321,143,5-23-18,6:30:00,PM,C,24.5
398603,0700000039860321,143,5-23-18,8:30:00,PM,C,15.5
398603,0700000039860321,143,5-23-18,10:30:00,PM,C,12
398603,0700000039860321,144,5-24-18,12:30:00,AM,C,12
398603,0700000039860321,144,5-24-18,2:30:00,AM,C,12.5
398603,0700000039860321,144,5-24-18,4:30:00,AM,C,12.5
398603,0700000039860321,144,5-24-18,6:30:00,AM,C,12.5
398603,0700000039860321,144,5-24-18,8:30:00,AM,C,13
398603,0700000039860321,144,5-24-18,10:30:00,AM,C,14
398603,0700000039860321,144,5-24-18,12:30:00,PM,C,18
398603,0700000039860321,144,5-24-18,2:30:00,PM,C,15
398603,0700000039860321,144,5-24-18,4:30:00,PM,C,16
398603,0700000039860321,144,5-24-18,6:30:00,PM,C,14
398603,0700000039860321,144,5-24-18,8:30:00,PM,C,11
398603,0700000039860321,144,5-24-18,10:30:00,PM,C,10.5
398603,0700000039860321,145,5-25-18,12:30:00,AM,C,9.5
398603,0700000039860321,145,5-25-18,2:30:00,AM,C,10
398603,0700000039860321,145,5-25-18,4:30:00,AM,C,8
398603,0700000039860321,145,5-25-18,6:30:00,AM,C,9
398603,0700000039860321,145,5-25-18,8:30:00,AM,C,15.5
398603,0700000039860321,145,5-25-18,10:30:00,AM,C,18
398603,0700000039860321,145,5-25-18,12:30:00,PM,C,30.5
398603,0700000039860321,145,5-25-18,2:30:00,PM,C,34
398603,0700000039860321,145,5-25-18,4:30:00,PM,C,27
398603,0700000039860321,145,5-25-18,6:30:00,PM,C,19
398603,0700000039860321,145,5-25-18,8:30:00,PM,C,11
398603,0700000039860321,145,5-25-18,10:30:00,PM,C,10
398603,0700000039860321,146,5-26-18,12:30:00,AM,C,7
398603,0700000039860321,146,5-26-18,2:30:00,AM,C,9.5
398603,0700000039860321,146,5-26-18,4:30:00,AM,C,9
398603,0700000039860321,146,5-26-18,6:30:00,AM,C,7.5
398603,0700000039860321,146,5-26-18,8:30:00,AM,C,19.5
398603,0700000039860321,146,5-26-18,10:30:00,AM,C,29.5
398603,0700000039860321,146,5-26-18,12:30:00,PM,C,33
398603,0700000039860321,146,5-26-18,2:30:00,PM,C,32
398603,0700000039860321,146,5-26-18,4:30:00,PM,C,28
398603,0700000039860321,146,5-26-18,6:30:00,PM,C,20
398603,0700000039860321,146,5-26-18,8:30:00,PM,C,12
398603,0700000039860321,146,5-26-18,10:30:00,PM,C,9.5
398603,0700000039860321,147,5-27-18,12:30:00,AM,C,10.5
398603,0700000039860321,147,5-27-18,2:30:00,AM,C,10
398603,0700000039860321,147,5-27-18,4:30:00,AM,C,8.5
398603,0700000039860321,147,5-27-18,6:30:00,AM,C,10
398603,0700000039860321,147,5-27-18,8:30:00,AM,C,21
398603,0700000039860321,147,5-27-18,10:30:00,AM,C,31
398603,0700000039860321,147,5-27-18,12:30:00,PM,C,38.5
398603,0700000039860321,147,5-27-18,2:30:00,PM,C,39
398603,0700000039860321,147,5-27-18,4:30:00,PM,C,33
398603,0700000039860321,147,5-27-18,6:30:00,PM,C,25
398603,0700000039860321,147,5-27-18,8:30:00,PM,C,16.5
398603,0700000039860321,147,5-27-18,10:30:00,PM,C,14
398603,0700000039860321,148,5-28-18,12:30:00,AM,C,14
398603,0700000039860321,148,5-28-18,2:30:00,AM,C,14.5
398603,0700000039860321,148,5-28-18,4:30:00,AM,C,14.5
398603,0700000039860321,148,5-28-18,6:30:00,AM,C,10
398603,0700000039860321,148,5-28-18,8:30:00,AM,C,23
398603,0700000039860321,148,5-28-18,10:30:00,AM,C,35
398603,0700000039860321,148,5-28-18,12:30:00,PM,C,43.5
398603,0700000039860321,148,5-28-18,2:30:00,PM,C,45.5
398603,0700000039860321,148,5-28-18,4:30:00,PM,C,39
398603,0700000039860321,148,5-28-18,6:30:00,PM,C,33
398603,0700000039860321,148,5-28-18,8:30:00,PM,C,20
398603,0700000039860321,148,5-28-18,10:30:00,PM,C,16.5
398603,0700000039860321,149,5-29-18,12:30:00,AM,C,19.5
398603,0700000039860321,149,5-29-18,2:30:00,AM,C,21.5
398603,0700000039860321,149,5-29-18,4:30:00,AM,C,14.5
398603,0700000039860321,149,5-29-18,6:30:00,AM,C,12.5
398603,0700000039860321,149,5-29-18,8:30:00,AM,C,25
398603,0700000039860321,149,5-29-18,10:30:00,AM,C,34.5
398603,0700000039860321,149,5-29-18,12:30:00,PM,C,44.5
398603,0700000039860321,149,5-29-18,2:30:00,PM,C,49
398603,0700000039860321,149,5-29-18,4:30:00,PM,C,43
398603,0700000039860321,149,5-29-18,6:30:00,PM,C,33
398603,0700000039860321,149,5-29-18,8:30:00,PM,C,20.5
398603,0700000039860321,149,5-29-18,10:30:00,PM,C,16
398603,0700000039860321,150,5-30-18,12:30:00,AM,C,13.5
398603,0700000039860321,150,5-30-18,2:30:00,AM,C,11
398603,0700000039860321,150,5-30-18,4:30:00,AM,C,12
398603,0700000039860321,150,5-30-18,6:30:00,AM,C,13
398603,0700000039860321,150,5-30-18,8:30:00,AM,C,15.5
398603,0700000039860321,150,5-30-18,10:30:00,AM,C,22
398603,0700000039860321,150,5-30-18,12:30:00,PM,C,27.5
398603,0700000039860321,150,5-30-18,2:30:00,PM,C,25.5
398603,0700000039860321,150,5-30-18,4:30:00,PM,C,24
398603,0700000039860321,150,5-30-18,6:30:00,PM,C,20.5
398603,0700000039860321,150,5-30-18,8:30:00,PM,C,13.5
398603,0700000039860321,150,5-30-18,10:30:00,PM,C,12.5
398603,0700000039860321,151,5-31-18,12:30:00,AM,C,12
398603,0700000039860321,151,5-31-18,2:30:00,AM,C,11.5
398603,0700000039860321,151,5-31-18,4:30:00,AM,C,11
