date,year,doy,DOR,solar rad kW-hr/m2,wind speed m/s,wind dir. Deg.,wind gust m/s,air temp ave. deg. C ,air temp max deg. C,air temp min deg. C,relative humidity ave. %,relative humidity max %,relative humidity min %,ASCE Et. Total mm,Penman Et. Total mm,Growing Degree Days 40,Growing Degree Days 50,Precip total mm
04/09/16,2016,100,465,2.768,1.98,115,8.53,13.9,17.9,11.1,84,96,62,2.23,2.59,461,207,3.81
04/10/16,2016,101,466,3.59,1.73,280,7.51,14,18.3,11.2,87,98,65,2.48,2.86,471,217,0.25
04/11/16,2016,102,467,5.008,1.72,270,7.74,14.1,20.4,8.6,80,97,51,3.35,4.07,459,205,0
04/12/16,2016,103,468,5.34,1.85,249,9.5,13.3,20.7,10,84,98,55,3.48,4.22,498,244,0
04/13/16,2016,104,469,5.398,2.29,285,12.48,13.6,22.3,6.5,79,98,34,4.14,4.96,454,200,0
04/14/16,2016,105,470,7.078,4.13,290,14.63,12.1,19.8,4.5,72,99,39,4.59,5.24,351,97,0
04/15/16,2016,106,471,7.316,3.82,341,14.44,15.6,22,8.5,41,81,20,5.9,6,494,240,0
04/16/16,2016,107,472,7.387,2.05,295,10.03,16.3,26.9,5.9,44,75,19,5.78,7.3,547,293,0
04/17/16,2016,108,473,7.464,1.61,260,9.05,19.5,30.1,8.3,35,64,12,6.04,7.48,677,423,0
04/18/16,2016,109,474,7.385,1.67,290,8.72,20.1,30.5,10.7,33,59,14,6.14,7.64,737,483,0
04/19/16,2016,110,475,6.792,1.59,286,9.21,19.5,29.4,10.3,32,52,11,5.78,7.18,705,451,0
04/20/16,2016,111,476,7.444,1.55,277,8.27,17.1,27.8,6.5,35,67,10,5.66,6.97,582,328,0
04/21/16,2016,112,477,7.21,1.67,292,9.37,15.2,25.8,4.5,61,92,30,4.98,6.38,489,235,0
04/22/16,2016,113,478,5.736,2.81,284,11.53,13.7,21.1,7.6,74,98,44,4.01,4.84,451,197,0
04/23/16,2016,114,479,7.587,3.78,316,14.01,15.8,24.7,8.4,52,92,22,6.22,6.52,555,301,0
04/24/16,2016,115,480,6.365,3.07,302,14.14,12.4,22,4.6,73,98,41,4.42,5.53,405,151,0
04/25/16,2016,116,481,7.489,5.35,292,14.27,11.2,16.5,6.9,60,86,44,4.46,5.04,332,78,0
04/26/16,2016,117,482,7.08,3.3,292,14.08,12.6,22.6,4.3,59,93,23,5.39,6.07,413,159,0
04/27/16,2016,118,483,7.152,3.73,301,13.36,11.8,20.9,4.7,69,96,29,5.05,5.65,383,129,0
04/28/16,2016,119,484,7.519,4.58,287,12.8,12.4,18.9,7.5,72,90,48,4.51,5.39,400,146,0
04/29/16,2016,120,485,6.727,2.52,269,11.63,12.4,20,8.3,78,96,48,4.11,5.09,443,189,0
04/30/16,2016,121,486,7.565,2.51,293,13.52,14,25.1,6,63,94,23,5.6,6.74,506,252,0
05/01/16,2016,122,487,7.663,1.92,266,9.7,16.9,26.2,8.2,53,86,24,5.51,6.97,583,329,0
05/02/16,2016,123,488,7.475,1.72,274,7.61,15.4,25.8,6.2,70,98,40,4.88,6.45,529,275,0
05/03/16,2016,124,489,6.166,1.62,268,8.69,17.3,27.8,9.2,66,93,30,4.79,6.08,643,389,0
05/04/16,2016,125,490,5.524,2.17,263,8.39,14,19.5,8.1,75,97,52,3.46,4.46,426,172,0
05/05/16,2016,126,491,2.394,1.39,277,6.67,13.6,18.4,8.7,76,94,50,2.14,2.54,416,162,0.51
05/06/16,2016,127,492,2.959,1.23,320,7.05,12,20.1,7.3,88,98,50,2.34,2.96,422,168,52.58
05/07/16,2016,128,493,3.756,1.21,17,5.39,13,18.9,7.8,82,100,55,2.51,3.06,406,152,0.25
05/08/16,2016,129,494,6.963,2.02,307,9.5,14.5,21.8,8,78,99,48,4.22,5.57,479,225,0
05/09/16,2016,130,495,5.537,1.99,250,9.5,14.2,21.8,10.6,82,98,54,3.64,4.73,538,284,0
05/10/16,2016,131,496,6.654,2.04,252,8.92,14.9,21.5,9.5,79,96,55,4,5.35,506,252,0
05/11/16,2016,132,497,6.909,1.75,308,7.32,15.4,24.8,9.1,79,99,47,4.47,5.88,572,318,0
05/12/16,2016,133,498,7.611,1.75,295,7.35,16.4,27.8,8.6,76,100,39,5.19,6.87,628,374,0
05/13/16,2016,134,499,6.95,1.97,292,8.07,14.5,24.9,8.7,81,100,46,4.55,6.14,565,311,0
05/14/16,2016,135,500,6.821,2.61,279,11.66,15.5,23.3,10.8,76,95,44,4.64,5.76,577,323,0
05/15/16,2016,136,501,6.321,2.68,277,11.79,14.8,22.4,11.2,80,95,49,4.23,5.27,564,310,0
05/16/16,2016,137,502,7.09,2.24,248,11.07,15.2,23.3,10.5,76,96,45,4.59,5.9,571,317,0
05/17/16,2016,138,503,7.501,1.89,266,8.82,16.8,25.2,10.1,72,99,42,4.85,6.33,604,350,0
05/18/16,2016,139,504,7.939,2.25,288,11.53,19,29.8,9.7,62,95,30,6.05,7.88,701,447,0
05/19/16,2016,140,505,7.327,2.23,277,9.44,13.7,21.7,7.5,77,99,45,4.35,5.78,464,210,0
05/20/16,2016,141,506,6.456,2.93,290,10.39,11.9,17.1,8.2,67,91,43,3.84,4.62,373,119,0
05/21/16,2016,142,507,7.934,2.53,301,11.5,11.6,19.4,3.4,68,96,33,4.5,5.84,320,66,0
05/22/16,2016,143,508,7.953,2.47,314,11.73,12.6,20.4,4.3,71,97,38,4.5,6,362,108,0
05/23/16,2016,144,509,7.245,2.25,260,9.87,13.4,20.1,7.2,72,94,47,4.14,5.56,421,167,0
05/24/16,2016,145,510,5.129,2.13,292,9.18,13.9,19.9,8,72,92,48,3.4,4.55,434,180,0
05/25/16,2016,146,511,6.283,3.04,282,12.74,13.8,20.1,9.3,75,91,50,3.98,5.07,469,215,0
05/26/16,2016,147,512,7.072,2.69,278,12.35,14.1,22.1,7.9,75,93,47,4.38,5.88,483,229,0
05/27/16,2016,148,513,7.212,1.76,280,8.69,15.5,24.9,7.8,73,99,43,4.52,6.19,545,291,0
05/28/16,2016,149,514,7.86,1.92,273,8.88,17.3,26.6,8.2,68,95,36,5.15,7.08,594,340,0
05/29/16,2016,150,515,6.421,1.99,290,8.43,15.2,23.2,9.4,78,97,47,4.09,5.6,543,289,0
05/30/16,2016,151,516,7.368,2.13,281,10.22,16.8,26.3,10.3,72,97,38,5.01,6.71,635,381,0
05/31/16,2016,152,517,7.987,2.25,275,10.94,18.6,29.7,8.3,63,95,26,6.03,8.01,667,413,0
06/01/16,2016,153,518,8.024,2.15,262,9.57,19.3,30.4,8,62,100,31,5.94,8.13,673,419,0
06/02/16,2016,154,519,8.339,2.04,285,9.31,22.6,35.3,9.2,47,90,9,7.36,9.66,814,560,0
06/03/16,2016,155,520,8.239,1.97,287,8.17,25.8,36.1,14.6,32,60,13,7.38,9.91,956,702,0
06/04/16,2016,156,521,8.312,1.76,264,9.05,25.2,36.8,15.2,36,70,10,7.25,9.53,986,732,0
06/05/16,2016,157,522,8.189,1.83,283,7.84,20.1,31.9,10.9,55,86,23,6.3,8.39,776,522,0
06/06/16,2016,158,523,8.177,2.27,260,9.44,17.5,28.6,7.6,68,99,34,5.76,7.8,624,370,0
06/07/16,2016,159,524,7.742,2.11,281,10.55,16.8,29,7.9,73,98,33,5.51,7.71,641,387,0
06/08/16,2016,160,525,7.262,2.11,247,9.21,17.5,27.1,9.8,73,93,41,4.93,6.98,641,387,0
06/09/16,2016,161,526,7.696,2.29,279,9.18,16.5,26.6,9.1,72,98,37,5.17,7.01,613,359,0
06/10/16,2016,162,527,5.833,1.97,233,8.59,17.3,25,10.1,70,92,48,3.99,5.78,599,345,0
06/11/16,2016,163,528,6.715,2.08,257,8.43,16.7,23.6,9.2,73,92,53,4.07,6,546,292,0
06/12/16,2016,164,529,3.127,1.95,255,8.27,17.1,21.6,10.2,72,92,56,2.58,3.73,524,270,0
06/13/16,2016,165,530,8.022,2.31,289,10.22,16.2,26.1,7.8,72,96,41,5.21,7.18,572,318,0
06/14/16,2016,166,531,7.967,2.55,294,11.47,15.6,24.3,6.7,66,93,36,5.14,6.87,505,251,0
06/15/16,2016,167,532,7.86,2.79,312,11.6,13.3,20.3,6.3,68,94,33,4.67,5.94,405,151,0
06/16/16,2016,168,533,8.131,2.38,288,11.1,16.1,26,7.3,61,92,26,5.67,7.33,559,305,0
06/17/16,2016,169,534,7.766,1.83,281,9.6,17.6,28.7,7.8,63,94,28,5.43,7.49,631,377,0
06/18/16,2016,170,535,7.483,1.93,302,8.78,18.8,30.4,8.4,66,99,29,5.51,7.73,682,428,0
06/19/16,2016,171,536,8.035,2.09,279,9.9,22,33.6,9.1,51,93,19,6.72,9.03,774,520,0
06/20/16,2016,172,537,4.768,1.38,300,7.8,21.8,37.4,12.9,51,74,20,4.88,7.12,946,692,0
06/21/16,2016,173,538,7.932,1.84,263,8.1,25.5,38.2,14.2,41,68,16,7.21,9.9,993,739,0
06/22/16,2016,174,539,8.147,2.34,250,10.09,21.8,33,10.2,50,86,19,6.95,8.98,784,530,0
06/23/16,2016,175,540,8.231,2.56,291,14.01,21.8,38,8.7,48,92,12,8.36,10.38,863,609,0
06/24/16,2016,176,541,8.288,3.17,298,16.66,19.5,30.4,9,52,83,23,7.13,8.53,698,444,0
06/25/16,2016,177,542,8.343,2.42,300,13.98,21.5,37.6,7.4,50,94,12,8.21,10.42,826,572,0
06/26/16,2016,178,543,8.195,2.01,285,8.56,25.2,38.3,11,37,76,14,7.65,10.46,922,668,0
06/27/16,2016,179,544,7.891,1.86,237,8.82,27.8,39.1,15.8,31,56,15,7.39,10.23,1052,798,0
06/28/16,2016,180,545,7.56,1.92,283,9.57,27.2,37.4,18.2,36,59,21,6.93,9.64,1068,814,0
06/29/16,2016,181,546,7.99,2.29,206,11.56,23,33.9,10.8,50,85,20,6.95,9.1,820,566,0
06/30/16,2016,182,547,8.277,1.9,164,7.55,17.9,29.7,7.7,65,98,32,5.85,8,652,398,0
07/01/16,2016,183,548,8.094,1.87,273,7.18,17.5,29.6,8.2,69,97,39,5.56,7.81,659,405,0
07/02/16,2016,184,549,8.05,1.82,256,8.72,18.7,29.5,8.6,68,95,36,5.58,7.71,669,415,0
07/03/16,2016,185,550,7.695,1.72,257,8.43,18.1,28.3,9.7,68,93,34,5.22,7.13,665,411,0
07/04/16,2016,186,551,8.039,1.87,274,7.9,17.6,27.5,8.6,68,94,39,5.31,7.34,622,368,0
07/05/16,2016,187,552,8.061,2.24,274,10.58,17.1,26.2,8.5,69,98,39,5.29,7.13,591,337,0
07/06/16,2016,188,553,8.2,2.46,285,9.41,16.2,25.8,8.7,73,100,39,5.38,7.04,584,330,0
07/07/16,2016,189,554,7.924,2.31,272,10.65,16.6,27.3,8.3,70,99,34,5.47,7.31,611,357,0
07/08/16,2016,190,555,7.885,2.16,272,8.95,17.4,27.9,7.9,68,98,32,5.5,7.5,616,362,0
07/09/16,2016,191,556,7.593,2.23,269,11.76,19.7,32.1,9.5,62,92,27,6.14,8.4,750,496,0
07/10/16,2016,192,557,8.101,2.62,303,14.57,18.1,27.6,9.1,61,93,28,5.98,7.53,634,380,0
07/11/16,2016,193,558,8.19,2.14,288,11.5,17.7,29.2,6.3,61,96,28,5.95,8.08,609,355,0
07/12/16,2016,194,559,8.103,2.34,242,11.95,17.7,29.6,6.3,61,96,22,6.21,8.13,616,362,0
07/13/16,2016,195,560,8.004,2.01,226,9.41,19.4,31.6,8,59,91,27,6.15,8.55,702,448,0
07/14/16,2016,196,561,8.005,1.79,261,8.03,21.1,33.2,9.3,56,90,27,6.23,8.54,767,513,0
07/15/16,2016,197,562,8.082,1.97,255,8.27,20.9,32.5,11.2,56,85,21,6.49,8.65,797,543,0
07/16/16,2016,198,563,8.137,1.79,248,9.24,18.4,29.2,7.6,63,92,34,5.62,7.73,639,385,0
07/17/16,2016,199,564,8.095,1.83,259,8.59,18.2,29.9,8,64,96,33,5.71,7.83,663,409,0
07/18/16,2016,200,565,8.068,1.85,280,8.72,18.1,30.9,6.8,63,95,25,5.96,8.15,657,403,0
07/19/16,2016,201,566,2.359,0.95,330,4.93,13.9,26.5,8.2,77,94,38,2.15,3.38,591,337,0
07/20/16,2016,202,567,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
07/21/16,2016,203,568,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
07/22/16,2016,204,569,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
07/23/16,2016,205,570,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
07/24/16,2016,206,571,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
07/25/16,2016,207,572,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
07/26/16,2016,208,573,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
07/27/16,2016,209,574,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
07/28/16,2016,210,575,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
07/29/16,2016,211,576,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
07/30/16,2016,212,577,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
07/31/16,2016,213,578,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/01/16,2016,214,579,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/02/16,2016,215,580,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/03/16,2016,216,581,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/04/16,2016,217,582,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/05/16,2016,218,583,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/06/16,2016,219,584,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/07/16,2016,220,585,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/08/16,2016,221,586,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/09/16,2016,222,587,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/10/16,2016,223,588,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/11/16,2016,224,589,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/12/16,2016,225,590,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/13/16,2016,226,591,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/14/16,2016,227,592,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/15/16,2016,228,593,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/16/16,2016,229,594,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/17/16,2016,230,595,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/18/16,2016,231,596,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/19/16,2016,232,597,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/20/16,2016,233,598,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/21/16,2016,234,599,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/22/16,2016,235,600,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/23/16,2016,236,601,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/24/16,2016,237,602,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/25/16,2016,238,603,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/26/16,2016,239,604,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/27/16,2016,240,605,2.57,2.26,286,8.07,18.2,24.8,11,67,88,47,2.41,4.1,617,363,0
08/28/16,2016,241,606,6.569,1.79,278,7.77,17.9,29.5,8.8,69,95,37,4.59,6.65,671,417,0
08/29/16,2016,242,607,6.669,1.8,276,8.82,20.3,35.4,8.9,62,96,24,5.64,8.05,808,554,0
08/30/16,2016,243,608,6.601,2.02,269,10,21.9,35.7,11.7,53,83,22,5.95,8.44,879,625,0
08/31/16,2016,244,609,6.618,2,256,8.59,18.9,30,9.6,63,88,33,4.93,7.11,703,449,0
09/01/16,2016,245,610,6.674,1.8,278,8.59,17.2,28.8,8,70,97,37,4.56,6.55,639,385,0
09/02/16,2016,246,611,6.396,1.9,295,8.43,16.7,29,9.1,74,100,34,4.51,6.42,668,414,0
09/03/16,2016,247,612,6.259,2.37,294,9.87,15.3,25.2,8.9,78,100,42,4.06,5.65,576,322,0
09/04/16,2016,248,613,6.371,2.7,282,13.23,15.5,22,10.9,70,90,38,4.09,5.13,550,296,0
09/05/16,2016,249,614,6.277,2.03,241,9.47,16,24.8,8.7,69,91,40,3.98,5.77,562,308,0
09/06/16,2016,250,615,6.389,1.83,283,9.44,18.7,30.4,7.8,57,96,29,4.73,6.77,670,416,0
09/07/16,2016,251,616,6.396,1.73,266,7.51,21.2,31.5,12.4,51,88,24,4.93,6.71,800,546,0
09/08/16,2016,252,617,6.023,1.97,292,8.85,18.9,28.6,12,72,95,40,4.22,6.08,726,472,0
09/09/16,2016,253,618,6.142,1.67,285,7.9,18.2,29.5,10,71,95,39,4.21,6.08,700,446,0
09/10/16,2016,254,619,6.259,1.55,252,7.12,18.9,31.4,9.8,66,94,26,4.6,6.41,739,485,0
09/11/16,2016,255,620,6.216,1.57,307,7.55,17.2,28.4,8.3,69,96,35,4.11,5.85,634,380,0
09/12/16,2016,256,621,5.522,2.03,284,8.88,15.1,22,9.5,81,100,56,2.95,4.53,515,261,0
09/13/16,2016,257,622,0,1.12,270,3.2,12.7,13.2,12.2,90,94,86,0.18,0.48,376,122,0
09/14/16,2016,258,623,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/15/16,2016,259,624,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/16/16,2016,260,625,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/17/16,2016,261,626,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/18/16,2016,262,627,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/19/16,2016,263,628,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/20/16,2016,264,629,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/21/16,2016,265,630,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/22/16,2016,266,631,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/23/16,2016,267,632,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/24/16,2016,268,633,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/25/16,2016,269,634,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/26/16,2016,270,635,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/27/16,2016,271,636,3.436,2.19,281,10.81,28.3,38.6,17.4,21,37,9,4.6,7.98,1077,823,0
09/28/16,2016,272,637,5.373,1.59,262,8.36,23.3,32.7,16,36,60,21,4.34,6.34,910,656,0
09/29/16,2016,273,638,5.275,1.49,278,8.59,23.4,32.3,16.2,44,63,25,4.08,6.01,906,652,0
09/30/16,2016,274,639,5.316,1.61,280,8.1,19.1,30.3,9.1,54,84,25,3.93,5.8,698,444,0
10/01/16,2016,275,640,5.426,1.55,296,8.33,15.5,27.8,6.6,63,94,26,3.65,5.26,583,329,0
10/02/16,2016,276,641,5.435,2.77,307,13.29,12.8,22.4,4.5,73,95,32,3.69,4.82,411,157,0
10/03/16,2016,277,642,5.201,3.18,303,12.9,14.4,25.1,5.7,63,99,20,4.47,5.14,502,248,0
10/04/16,2016,278,643,5.272,2.29,305,13,13.8,24.9,5.1,65,93,29,3.74,5.26,481,227,0
10/05/16,2016,279,644,5.297,2.79,341,12.41,16.8,26.9,5.8,55,100,18,4.58,5.51,545,291,0
10/06/16,2016,280,645,5.325,1.63,272,10.91,18.3,28.5,8.2,34,56,9,4.04,5.84,636,382,0
10/07/16,2016,281,646,4.285,1.5,283,8.33,21,31.4,11.7,24,47,9,3.41,5.78,782,528,0
10/08/16,2016,282,647,5.206,1.42,254,7.38,21.8,32.3,13.6,19,32,8,4.03,6.16,847,593,0
10/09/16,2016,283,648,5.02,1.44,284,8.27,20,31,11.5,33,65,14,3.77,5.58,769,515,0
10/10/16,2016,284,649,4.297,1.54,252,8.43,17.9,29.2,9.1,54,89,24,3.06,4.88,672,418,0
10/11/16,2016,285,650,4.67,1.72,294,7.25,14.6,23.7,7.5,74,92,46,2.65,4.26,511,257,0
10/12/16,2016,286,651,4.866,1.98,291,9.21,13.3,22,5.6,78,98,49,2.64,4.24,429,175,0
10/13/16,2016,287,652,4.4,1.8,312,8.65,14.8,24.9,6.5,75,100,38,2.71,4.36,513,259,0
10/14/16,2016,288,653,4.376,1.9,300,10.45,13.9,24.1,6.1,81,100,33,2.76,4.33,486,232,0
10/15/16,2016,289,654,3.328,1.84,294,8.78,17.1,23.3,10.9,87,98,62,1.75,3.37,579,325,3.81
10/16/16,2016,290,655,3.004,1.58,196,8.23,17.2,20.8,15,86,100,55,1.61,2.26,615,361,6.1
10/17/16,2016,291,656,4.19,2.53,301,11.92,15.9,23.3,10.2,79,100,44,2.67,3.82,564,310,1.27
10/18/16,2016,292,657,4.834,3.37,31,14.67,17.1,24.6,8.7,52,94,25,4.14,4.53,557,303,0
10/19/16,2016,293,658,4.66,1.6,269,6.37,20,30.4,11.7,39,59,18,3.65,5.5,760,506,0
10/20/16,2016,294,659,4.697,1.18,274,7.02,22,33.6,12.9,30,59,8,3.38,5.25,859,605,0
10/21/16,2016,295,660,4.649,1.09,268,6.76,22.1,34.4,13.4,27,47,8,3.24,5.24,888,634,0
10/22/16,2016,296,661,4.27,1.45,282,7.42,19.2,30.9,10.7,37,72,13,3.25,5.04,748,494,0
10/23/16,2016,297,662,3.637,2.63,104,11.6,18.8,28.6,10.9,37,75,11,4.06,5.14,699,445,0
10/24/16,2016,298,663,2.205,1.67,306,10.03,14.2,21.4,9.4,78,94,50,1.73,2.73,502,248,0
10/25/16,2016,299,664,4.246,1.39,296,7.94,15.4,25.4,8.4,71,97,37,2.42,3.73,569,315,0
10/26/16,2016,300,665,3.786,1.02,294,4.64,16.1,27.6,8.5,61,88,27,2.11,3.63,622,368,0
10/27/16,2016,301,666,1.921,1.47,299,12.15,17.7,27,11.4,60,96,25,2.34,3.12,674,420,2.54
10/28/16,2016,302,667,2.03,1.08,305,6.21,16,20.2,11.8,90,99,72,1.19,1.8,528,274,19.56
10/29/16,2016,303,668,3.546,1.14,275,6.04,16.9,25.5,10,81,99,43,1.97,3.13,610,356,0
10/30/16,2016,304,669,1.252,1.6,213,7.84,15.5,18.3,10.5,89,97,71,1.12,1.69,456,202,1.78
10/31/16,2016,305,670,4.035,2.62,319,11.33,13,19.5,7.9,85,100,57,2.02,3.06,422,168,0.25
11/01/16,2016,306,671,0,0.82,67,2.71,8.3,8.9,7.4,97,98,96,0.05,0.36,170,0,0
11/02/16,2016,307,672,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/03/16,2016,308,673,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/16,2016,309,674,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/05/16,2016,310,675,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/06/16,2016,311,676,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/07/16,2016,312,677,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/08/16,2016,313,678,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/09/16,2016,314,679,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/10/16,2016,315,680,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/11/16,2016,316,681,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/12/16,2016,317,682,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/13/16,2016,318,683,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/14/16,2016,319,684,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
