1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 620000003983A621
Is Mission Active?  true
Mission Start:  Thu Feb 04 03:51:00 CST 2016
Sample Rate:  Every 120 minute(s)
Number of Mission Samples:  1689
Total Samples:  1689
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
2/4/16 3:51:00 AM,C,1.5
2/4/16 5:51:00 AM,C,0
2/4/16 7:51:00 AM,C,0.5
2/4/16 9:51:00 AM,C,10
2/4/16 11:51:00 AM,C,14.5
2/4/16 1:51:00 PM,C,13.5
2/4/16 3:51:00 PM,C,15
2/4/16 5:51:00 PM,C,14
2/4/16 7:51:00 PM,C,9.5
2/4/16 9:51:00 PM,C,6.5
2/4/16 11:51:00 PM,C,4
2/5/16 1:51:00 AM,C,3
2/5/16 3:51:00 AM,C,2
2/5/16 5:51:00 AM,C,1
2/5/16 7:51:00 AM,C,1
2/5/16 9:51:00 AM,C,13.5
2/5/16 11:51:00 AM,C,19
2/5/16 1:51:00 PM,C,18
2/5/16 3:51:00 PM,C,18.5
2/5/16 5:51:00 PM,C,16.5
2/5/16 7:51:00 PM,C,18.5
2/5/16 9:51:00 PM,C,16.5
2/5/16 11:51:00 PM,C,18
2/6/16 1:51:00 AM,C,19
2/6/16 3:51:00 AM,C,19
2/6/16 5:51:00 AM,C,19
2/6/16 7:51:00 AM,C,10
2/6/16 9:51:00 AM,C,22
2/6/16 11:51:00 AM,C,26
2/6/16 1:51:00 PM,C,27
2/6/16 3:51:00 PM,C,28.5
2/6/16 5:51:00 PM,C,16
2/6/16 7:51:00 PM,C,14.5
2/6/16 9:51:00 PM,C,12
2/6/16 11:51:00 PM,C,14
2/7/16 1:51:00 AM,C,11
2/7/16 3:51:00 AM,C,10.5
2/7/16 5:51:00 AM,C,9.5
2/7/16 7:51:00 AM,C,15
2/7/16 9:51:00 AM,C,24.5
2/7/16 11:51:00 AM,C,29
2/7/16 1:51:00 PM,C,30
2/7/16 3:51:00 PM,C,33.5
2/7/16 5:51:00 PM,C,17
2/7/16 7:51:00 PM,C,13.5
2/7/16 9:51:00 PM,C,13
2/7/16 11:51:00 PM,C,15.5
2/8/16 1:51:00 AM,C,14.5
2/8/16 3:51:00 AM,C,14.5
2/8/16 5:51:00 AM,C,11.5
2/8/16 7:51:00 AM,C,18
2/8/16 9:51:00 AM,C,25
2/8/16 11:51:00 AM,C,30
2/8/16 1:51:00 PM,C,32
2/8/16 3:51:00 PM,C,36
2/8/16 5:51:00 PM,C,17
2/8/16 7:51:00 PM,C,16
2/8/16 9:51:00 PM,C,14
2/8/16 11:51:00 PM,C,11
2/9/16 1:51:00 AM,C,11.5
2/9/16 3:51:00 AM,C,11.5
2/9/16 5:51:00 AM,C,10.5
2/9/16 7:51:00 AM,C,16
2/9/16 9:51:00 AM,C,26
2/9/16 11:51:00 AM,C,30.5
2/9/16 1:51:00 PM,C,32
2/9/16 3:51:00 PM,C,34
2/9/16 5:51:00 PM,C,18
2/9/16 7:51:00 PM,C,16.5
2/9/16 9:51:00 PM,C,14
2/9/16 11:51:00 PM,C,13
2/10/16 1:51:00 AM,C,15.5
2/10/16 3:51:00 AM,C,16
2/10/16 5:51:00 AM,C,17
2/10/16 7:51:00 AM,C,19.5
2/10/16 9:51:00 AM,C,27
2/10/16 11:51:00 AM,C,31.5
2/10/16 1:51:00 PM,C,32
2/10/16 3:51:00 PM,C,37
2/10/16 5:51:00 PM,C,18
2/10/16 7:51:00 PM,C,14.5
2/10/16 9:51:00 PM,C,14
2/10/16 11:51:00 PM,C,13.5
2/11/16 1:51:00 AM,C,13
2/11/16 3:51:00 AM,C,12
2/11/16 5:51:00 AM,C,11.5
2/11/16 7:51:00 AM,C,17.5
2/11/16 9:51:00 AM,C,27
2/11/16 11:51:00 AM,C,31.5
2/11/16 1:51:00 PM,C,32.5
2/11/16 3:51:00 PM,C,37
2/11/16 5:51:00 PM,C,17.5
2/11/16 7:51:00 PM,C,15
2/11/16 9:51:00 PM,C,13
2/11/16 11:51:00 PM,C,12.5
2/12/16 1:51:00 AM,C,12.5
2/12/16 3:51:00 AM,C,14
2/12/16 5:51:00 AM,C,13.5
2/12/16 7:51:00 AM,C,19.5
2/12/16 9:51:00 AM,C,24
2/12/16 11:51:00 AM,C,30.5
2/12/16 1:51:00 PM,C,32
2/12/16 3:51:00 PM,C,35.5
2/12/16 5:51:00 PM,C,18
2/12/16 7:51:00 PM,C,14
2/12/16 9:51:00 PM,C,13
2/12/16 11:51:00 PM,C,14.5
2/13/16 1:51:00 AM,C,16
2/13/16 3:51:00 AM,C,17
2/13/16 5:51:00 AM,C,16.5
2/13/16 7:51:00 AM,C,18.5
2/13/16 9:51:00 AM,C,25.5
2/13/16 11:51:00 AM,C,29.5
2/13/16 1:51:00 PM,C,30.5
2/13/16 3:51:00 PM,C,35.5
2/13/16 5:51:00 PM,C,18.5
2/13/16 7:51:00 PM,C,16.5
2/13/16 9:51:00 PM,C,15.5
2/13/16 11:51:00 PM,C,16
2/14/16 1:51:00 AM,C,15.5
2/14/16 3:51:00 AM,C,16
2/14/16 5:51:00 AM,C,16
2/14/16 7:51:00 AM,C,18.5
2/14/16 9:51:00 AM,C,22
2/14/16 11:51:00 AM,C,26.5
2/14/16 1:51:00 PM,C,27
2/14/16 3:51:00 PM,C,27
2/14/16 5:51:00 PM,C,17
2/14/16 7:51:00 PM,C,16.5
2/14/16 9:51:00 PM,C,17
2/14/16 11:51:00 PM,C,16.5
2/15/16 1:51:00 AM,C,14
2/15/16 3:51:00 AM,C,16
2/15/16 5:51:00 AM,C,12.5
2/15/16 7:51:00 AM,C,18.5
2/15/16 9:51:00 AM,C,29
2/15/16 11:51:00 AM,C,32.5
2/15/16 1:51:00 PM,C,35.5
2/15/16 3:51:00 PM,C,39.5
2/15/16 5:51:00 PM,C,20
2/15/16 7:51:00 PM,C,20.5
2/15/16 9:51:00 PM,C,16
2/15/16 11:51:00 PM,C,16.5
2/16/16 1:51:00 AM,C,15
2/16/16 3:51:00 AM,C,15.5
2/16/16 5:51:00 AM,C,13
2/16/16 7:51:00 AM,C,19
2/16/16 9:51:00 AM,C,29
2/16/16 11:51:00 AM,C,33
2/16/16 1:51:00 PM,C,34.5
2/16/16 3:51:00 PM,C,39.5
2/16/16 5:51:00 PM,C,18
2/16/16 7:51:00 PM,C,16
2/16/16 9:51:00 PM,C,16.5
2/16/16 11:51:00 PM,C,17.5
2/17/16 1:51:00 AM,C,15
2/17/16 3:51:00 AM,C,15.5
2/17/16 5:51:00 AM,C,14.5
2/17/16 7:51:00 AM,C,16
2/17/16 9:51:00 AM,C,17.5
2/17/16 11:51:00 AM,C,16
2/17/16 1:51:00 PM,C,13.5
2/17/16 3:51:00 PM,C,14
2/17/16 5:51:00 PM,C,10
2/17/16 7:51:00 PM,C,10.5
2/17/16 9:51:00 PM,C,10
2/17/16 11:51:00 PM,C,10
2/18/16 1:51:00 AM,C,10
2/18/16 3:51:00 AM,C,9
2/18/16 5:51:00 AM,C,8.5
2/18/16 7:51:00 AM,C,9
2/18/16 9:51:00 AM,C,14
2/18/16 11:51:00 AM,C,19
2/18/16 1:51:00 PM,C,20
2/18/16 3:51:00 PM,C,26.5
2/18/16 5:51:00 PM,C,12
2/18/16 7:51:00 PM,C,9
2/18/16 9:51:00 PM,C,9
